q		p		p^2		2pq		q^2
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0385	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
0.0196	0.9804	0.0004	0.0384	0.9612
